start_id,direction,step_index,relative_distance_m,frame_id,target_coverage,contour_span_over_target_bbox,contour_median_x_px,boundary_type,boundary_penetration_px,first_physical_termination,model_visible_termination,target_side_fraction,external_side_fraction
start_11,RIGHT,6,3.0,12447,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_11,RIGHT,7,3.5,12451,0.886416015625,0.4272300469483568,637.0,UNRESOLVED,2.0,False,False,1.0,0.9230769230769231
start_11,RIGHT,8,4.0,12455,0.875244140625,1.0,631.0,PHYSICAL_TERMINATION,8.0,True,False,1.0,1.0
start_12,LEFT,0,0.0,12459,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,1,0.5,12463,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,2,1.0,12467,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,3,1.5,12471,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,4,2.0,12475,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,5,2.5,12479,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,6,3.0,12483,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,7,3.5,12487,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,LEFT,8,4.0,12491,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,RIGHT,0,0.0,12459,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,RIGHT,1,0.5,12495,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,RIGHT,2,1.0,12499,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,RIGHT,3,1.5,12503,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_12,RIGHT,4,2.0,12507,0.8842545572916667,1.0,637.0,PHYSICAL_TERMINATION,2.0,True,False,1.0,1.0
start_12,RIGHT,5,2.5,12511,0.8730989583333333,1.0,629.0,PHYSICAL_TERMINATION,10.0,True,False,1.0,1.0
start_12,RIGHT,6,3.0,12515,0.8613444010416667,1.0,621.0,PHYSICAL_TERMINATION,18.0,True,True,1.0,1.0
start_12,RIGHT,7,3.5,12519,0.8501204427083333,1.0,612.0,PHYSICAL_TERMINATION,27.0,True,True,1.0,1.0
start_12,RIGHT,8,4.0,12523,0.838916015625,1.0,604.0,PHYSICAL_TERMINATION,35.0,True,True,1.0,1.0
start_13,LEFT,0,0.0,12527,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,1,0.5,12531,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,2,1.0,12535,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,3,1.5,12539,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,4,2.0,12543,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,5,2.5,12547,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,6,3.0,12551,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,7,3.5,12555,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,LEFT,8,4.0,12559,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,RIGHT,0,0.0,12527,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,RIGHT,1,0.5,12563,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,RIGHT,2,1.0,12567,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,RIGHT,3,1.5,12571,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_13,RIGHT,4,2.0,12575,0.8808723958333333,1.0,635.0,PHYSICAL_TERMINATION,4.0,True,False,1.0,1.0
start_13,RIGHT,5,2.5,12579,0.8696484375,1.0,627.0,PHYSICAL_TERMINATION,12.0,True,False,1.0,1.0
start_13,RIGHT,6,3.0,12583,0.8578515625,1.0,618.0,PHYSICAL_TERMINATION,21.0,True,False,0.6338028169014085,1.0
start_13,RIGHT,7,3.5,12587,0.84666015625,1.0,610.0,PHYSICAL_TERMINATION,29.0,True,False,0.6338028169014085,1.0
start_13,RIGHT,8,4.0,12591,0.8354915364583333,1.0,601.0,PHYSICAL_TERMINATION,38.0,True,False,0.6314553990610329,1.0
start_14,LEFT,0,0.0,12595,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,1,0.5,12599,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,2,1.0,12603,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,3,1.5,12607,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,4,2.0,12611,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,5,2.5,12615,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,6,3.0,12619,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,7,3.5,12623,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,LEFT,8,4.0,12627,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,0,0.0,12595,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,1,0.5,12631,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,2,1.0,12635,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,3,1.5,12639,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,4,2.0,12643,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,5,2.5,12647,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_14,RIGHT,6,3.0,12651,0.8780794270833333,1.0,633.0,PHYSICAL_TERMINATION,6.0,True,False,1.0,1.0
start_14,RIGHT,7,3.5,12655,0.8668229166666667,1.0,624.0,PHYSICAL_TERMINATION,15.0,True,False,1.0,1.0
start_14,RIGHT,8,4.0,12659,0.855029296875,1.0,616.0,PHYSICAL_TERMINATION,23.0,True,False,0.6338028169014085,1.0
start_15,LEFT,0,0.0,12663,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,1,0.5,12667,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,2,1.0,12671,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,3,1.5,12675,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,4,2.0,12679,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,5,2.5,12683,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,6,3.0,12687,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,7,3.5,12691,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,LEFT,8,4.0,12695,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,RIGHT,0,0.0,12663,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,RIGHT,1,0.5,12699,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,RIGHT,2,1.0,12703,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_15,RIGHT,3,1.5,12707,0.8836458333333334,1.0,637.0,PHYSICAL_TERMINATION,2.0,True,False,1.0,1.0
start_15,RIGHT,4,2.0,12711,0.8724837239583333,1.0,629.0,PHYSICAL_TERMINATION,10.0,True,False,1.0,1.0
start_15,RIGHT,5,2.5,12715,0.8612727864583334,1.0,620.0,PHYSICAL_TERMINATION,19.0,True,True,1.0,1.0
start_15,RIGHT,6,3.0,12719,0.8494856770833333,1.0,612.0,PHYSICAL_TERMINATION,27.0,True,False,0.636150234741784,1.0
start_15,RIGHT,7,3.5,12723,0.8383040364583333,1.0,604.0,PHYSICAL_TERMINATION,35.0,True,False,0.6338028169014085,1.0
start_15,RIGHT,8,4.0,12727,0.8271354166666667,1.0,595.0,PHYSICAL_TERMINATION,44.0,True,False,0.6338028169014085,1.0
start_16,LEFT,0,0.0,12731,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,1,0.5,12735,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,2,1.0,12739,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,3,1.5,12743,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,4,2.0,12747,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,5,2.5,12751,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,6,3.0,12755,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,7,3.5,12759,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,LEFT,8,4.0,12763,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,RIGHT,0,0.0,12731,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,RIGHT,1,0.5,12767,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,RIGHT,2,1.0,12771,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_16,RIGHT,3,1.5,12775,0.8869694010416667,0.4154929577464789,638.0,UNRESOLVED,1.0,False,False,1.0,0.9209039548022598
start_16,RIGHT,4,2.0,12779,0.8773795572916666,1.0,632.0,PHYSICAL_TERMINATION,7.0,True,False,1.0,1.0
start_16,RIGHT,5,2.5,12783,0.8661686197916667,1.0,624.0,PHYSICAL_TERMINATION,15.0,True,False,1.0,1.0
start_16,RIGHT,6,3.0,12787,0.8544108072916666,1.0,616.0,PHYSICAL_TERMINATION,23.0,True,True,1.0,1.0
start_16,RIGHT,7,3.5,12791,0.8432063802083334,1.0,607.0,PHYSICAL_TERMINATION,32.0,True,True,1.0,1.0
start_16,RIGHT,8,4.0,12795,0.8319921875,1.0,599.0,PHYSICAL_TERMINATION,40.0,True,True,1.0,1.0
start_17,LEFT,0,0.0,12799,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,1,0.5,12803,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,2,1.0,12807,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,3,1.5,12811,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,4,2.0,12815,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,5,2.5,12819,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,6,3.0,12823,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,7,3.5,12827,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,LEFT,8,4.0,12831,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,RIGHT,0,0.0,12799,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,RIGHT,1,0.5,12835,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,RIGHT,2,1.0,12839,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,RIGHT,3,1.5,12843,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_17,RIGHT,4,2.0,12847,0.8858756510416667,0.431924882629108,636.0,PHYSICAL_TERMINATION,3.0,True,False,1.0,0.9239130434782609
start_17,RIGHT,5,2.5,12851,0.874609375,1.0,630.0,PHYSICAL_TERMINATION,9.0,True,False,1.0,1.0
start_17,RIGHT,6,3.0,12855,0.86208984375,1.0,622.0,PHYSICAL_TERMINATION,17.0,True,True,1.0,1.0
start_17,RIGHT,7,3.5,12859,0.8516341145833334,1.0,614.0,PHYSICAL_TERMINATION,25.0,True,True,1.0,1.0
start_17,RIGHT,8,4.0,12863,0.8404231770833334,1.0,605.0,PHYSICAL_TERMINATION,34.0,True,True,1.0,1.0
start_18,LEFT,0,0.0,12867,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,1,0.5,12871,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,2,1.0,12875,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,3,1.5,12879,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,4,2.0,12883,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,5,2.5,12887,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,6,3.0,12891,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,7,3.5,12895,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,LEFT,8,4.0,12899,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,RIGHT,0,0.0,12867,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,RIGHT,1,0.5,12903,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,RIGHT,2,1.0,12907,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,RIGHT,3,1.5,12911,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,RIGHT,4,2.0,12915,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_18,RIGHT,5,2.5,12919,0.886962890625,0.42018779342723006,638.0,UNRESOLVED,1.0,False,False,1.0,0.9217877094972067
start_18,RIGHT,6,3.0,12923,0.8772428385416666,1.0,632.0,PHYSICAL_TERMINATION,7.0,True,False,1.0,1.0
start_18,RIGHT,7,3.5,12927,0.8655305989583333,1.0,624.0,PHYSICAL_TERMINATION,15.0,True,False,1.0,1.0
start_18,RIGHT,8,4.0,12931,0.8543131510416667,1.0,615.0,PHYSICAL_TERMINATION,24.0,True,True,1.0,1.0
start_19,LEFT,0,0.0,12935,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,1,0.5,12939,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,2,1.0,12943,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,3,1.5,12947,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,4,2.0,12951,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,5,2.5,12955,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,6,3.0,12959,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,7,3.5,12963,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,LEFT,8,4.0,12967,0.8875,0.004694835680751174,1.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,RIGHT,0,0.0,12935,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,RIGHT,1,0.5,12971,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,RIGHT,2,1.0,12975,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,RIGHT,3,1.5,12979,0.8875,0.004694835680751174,638.0,UNRESOLVED,1.0,False,False,1.0,0.0
start_19,RIGHT,4,2.0,12983,0.883642578125,1.0,637.0,PHYSICAL_TERMINATION,2.0,True,False,1.0,1.0
start_19,RIGHT,5,2.5,12987,0.8724153645833334,1.0,629.0,PHYSICAL_TERMINATION,10.0,True,False,1.0,1.0
start_19,RIGHT,6,3.0,12991,0.86119140625,1.0,620.0,PHYSICAL_TERMINATION,19.0,True,True,1.0,1.0
start_19,RIGHT,7,3.5,12995,0.8494303385416667,1.0,612.0,PHYSICAL_TERMINATION,27.0,True,False,0.6338028169014085,1.0
start_19,RIGHT,8,4.0,12999,0.8382584635416667,1.0,603.0,PHYSICAL_TERMINATION,36.0,True,False,0.6314553990610329,1.0
