left_index,right_index,left_direction,right_direction,left_step,right_step,remaining_distance_gap_m,aligned_ssim,phase_shift_px,cross_direction
6,11,LEFT,RIGHT,6,1,2.5,0.22958551362862178,51.70423484742968,True
6,12,LEFT,RIGHT,6,2,2.0,0.2724234187314139,59.13092895440891,True
6,13,LEFT,RIGHT,6,3,1.5,0.1186651464842501,66.61024906769813,True
6,14,LEFT,RIGHT,6,4,1.0,0.6328645268268654,0.6146337887724624,True
6,15,LEFT,RIGHT,6,5,0.5,0.11306468527085844,8.28298310976192,True
6,16,LEFT,RIGHT,6,6,0.0,0.2888987963601752,15.428784790720895,True
6,17,LEFT,RIGHT,6,7,0.5,0.3177433613332867,22.474104448530206,True
6,18,LEFT,RIGHT,6,8,1.0,0.13499510704507584,30.02213333280577,True
6,19,LEFT,RIGHT,6,9,1.5,0.43874854151058174,37.20389786606082,True
7,8,LEFT,LEFT,7,8,0.5,0.14168416413590956,7.36136433350743,False
7,9,LEFT,LEFT,7,9,1.0,0.25992015297951626,14.725154923399089,False
7,10,LEFT,RIGHT,7,0,3.5,0.26748660551194214,51.64647911629215,True
7,11,LEFT,RIGHT,7,1,3.0,0.33196887996367697,59.01186522362746,True
7,12,LEFT,RIGHT,7,2,2.5,0.164911350741942,66.41713732300013,True
7,13,LEFT,RIGHT,7,3,2.0,0.612974769135627,0.920499763403741,True
7,14,LEFT,RIGHT,7,4,1.5,0.11548780008808361,8.047277371975781,True
7,15,LEFT,RIGHT,7,5,1.0,0.2663276243256829,15.444115774190745,True
7,16,LEFT,RIGHT,7,6,0.5,0.3094117199091432,22.628112629111897,True
7,17,LEFT,RIGHT,7,7,0.0,0.1332454213078304,30.028295928947195,True
7,18,LEFT,RIGHT,7,8,0.5,0.49615489888510783,37.20548936962824,True
7,19,LEFT,RIGHT,7,9,1.0,0.0990340439398727,44.55077867909747,True
8,9,LEFT,LEFT,8,9,0.5,0.12339011151898288,7.344558116985067,False
8,10,LEFT,RIGHT,8,0,4.0,0.2653933520194303,58.9366156845718,True
8,11,LEFT,RIGHT,8,1,3.5,0.10002986397780755,66.27583955571092,True
8,12,LEFT,RIGHT,8,2,3.0,0.6581721356276755,0.6828664832008159,True
8,13,LEFT,RIGHT,8,3,2.5,0.1290030428088267,8.16297060120608,True
8,14,LEFT,RIGHT,8,4,2.0,0.2399920856809374,15.293405476623896,True
8,15,LEFT,RIGHT,8,5,1.5,0.2444989926594329,22.799669411640572,True
8,16,LEFT,RIGHT,8,6,1.0,0.09541688198230774,29.785009003165086,True
8,17,LEFT,RIGHT,8,7,0.5,0.48019724868856006,37.24033409407301,True
8,18,LEFT,RIGHT,8,8,0.0,0.07575559713131728,44.46709806782515,True
8,19,LEFT,RIGHT,8,9,0.5,0.08593237921024639,51.87476792016546,True
9,10,LEFT,RIGHT,9,0,4.5,0.16442454074930657,66.287283043537,True
9,11,LEFT,RIGHT,9,1,4.0,0.6349813335051924,0.9414732914453567,True
9,12,LEFT,RIGHT,9,2,3.5,0.15191175723742703,80.96616020595295,True
9,13,LEFT,RIGHT,9,3,3.0,0.3010179161294123,15.784413754510918,True
9,14,LEFT,RIGHT,9,4,2.5,0.2947038564526105,23.006697243268206,True
9,15,LEFT,RIGHT,9,5,2.0,0.15583587639990068,30.539531080566967,True
9,16,LEFT,RIGHT,9,6,1.5,0.5451421076012887,37.691120382076434,True
9,17,LEFT,RIGHT,9,7,1.0,0.13771067343166105,45.13456196299474,True
9,18,LEFT,RIGHT,9,8,0.5,0.16864276699038555,51.956028561479435,True
9,19,LEFT,RIGHT,9,9,0.0,0.2811943863228816,14.853094237773613,True
10,11,RIGHT,RIGHT,0,1,0.5,0.12387464775947124,7.385156235542711,False
10,12,RIGHT,RIGHT,0,2,1.0,0.24505407264980317,14.760052182231517,False
10,13,RIGHT,RIGHT,0,3,1.5,0.28368131706235317,22.145581107139346,False
10,14,RIGHT,RIGHT,0,4,2.0,0.11981932759581436,29.422191020334424,False
10,15,RIGHT,RIGHT,0,5,2.5,0.5594875930173158,36.83860572854649,False
10,16,RIGHT,RIGHT,0,6,3.0,0.10059727602854872,44.09647542282899,False
10,17,RIGHT,RIGHT,0,7,3.5,0.22129482029830017,51.51347245776659,False
10,18,RIGHT,RIGHT,0,8,4.0,0.2830610730371826,58.99760997054919,False
10,19,RIGHT,RIGHT,0,9,4.5,0.11937283256942433,66.50780008892283,False
11,12,RIGHT,RIGHT,1,2,0.5,0.1549992676405027,7.3350838671353795,False
11,13,RIGHT,RIGHT,1,3,1.0,0.2861228205340477,14.76025876626133,False
11,14,RIGHT,RIGHT,1,4,1.5,0.3199456464701744,22.039181050936726,False
11,15,RIGHT,RIGHT,1,5,2.0,0.15634659140033827,29.523506434265563,False
11,16,RIGHT,RIGHT,1,6,2.5,0.6212137580064012,36.76098739973066,False
11,17,RIGHT,RIGHT,1,7,3.0,0.15334974703839688,44.139997172993986,False
11,18,RIGHT,RIGHT,1,8,3.5,0.27071332947646815,51.57709314706212,False
11,19,RIGHT,RIGHT,1,9,4.0,0.29687090722000375,58.95660019748441,False
12,13,RIGHT,RIGHT,2,3,0.5,0.13148304524745683,7.331857989762279,False
12,14,RIGHT,RIGHT,2,4,1.0,0.2521640909397312,14.697808016975017,False
12,15,RIGHT,RIGHT,2,5,1.5,0.2690712600726933,22.084453839264906,False
12,16,RIGHT,RIGHT,2,6,2.0,0.10681345285329583,29.36713806397189,False
12,17,RIGHT,RIGHT,2,7,2.5,0.5490692890684123,36.80158551645335,False
12,18,RIGHT,RIGHT,2,8,3.0,0.1031139076694616,44.21071760390746,False
12,19,RIGHT,RIGHT,2,9,3.5,0.19477447221684394,51.73979660463781,False
13,14,RIGHT,RIGHT,3,4,0.5,0.1309915738449011,7.360577814265101,False
13,15,RIGHT,RIGHT,3,5,1.0,0.3039727287330013,14.707200443361362,False
13,16,RIGHT,RIGHT,3,6,1.5,0.27582798657308827,22.02787303058832,False
13,17,RIGHT,RIGHT,3,7,2.0,0.15119572122174585,29.43155385118884,False
13,18,RIGHT,RIGHT,3,8,2.5,0.5843017034224393,36.78089893195732,False
13,19,RIGHT,RIGHT,3,9,3.0,0.14091016819013774,44.27281682281662,False
14,15,RIGHT,RIGHT,4,5,0.5,0.13285863442443355,7.332414281603358,False
14,16,RIGHT,RIGHT,4,6,1.0,0.2745529002994394,14.688309187524842,False
14,17,RIGHT,RIGHT,4,7,1.5,0.2511448206145285,22.0812191360757,False
14,18,RIGHT,RIGHT,4,8,2.0,0.12227845609880528,29.480785459898986,False
14,19,RIGHT,RIGHT,4,9,2.5,0.485391566041561,36.932391841190636,False
15,16,RIGHT,RIGHT,5,6,0.5,0.12208119248207476,7.241560615766498,False
15,17,RIGHT,RIGHT,5,7,1.0,0.2811041637972575,14.71089045043604,False
15,18,RIGHT,RIGHT,5,8,1.5,0.24857880775492983,22.008902678569385,False
15,19,RIGHT,RIGHT,5,9,2.0,0.14241440204001998,29.546829446621413,False
16,17,RIGHT,RIGHT,6,7,0.5,0.1321989932509843,7.361647420404075,False
16,18,RIGHT,RIGHT,6,8,1.0,0.28899048869670313,14.744296204829176,False
16,19,RIGHT,RIGHT,6,9,1.5,0.2330843314595334,22.12703317814709,False
17,18,RIGHT,RIGHT,7,8,0.5,0.1210905886062169,7.342020885497339,False
17,19,RIGHT,RIGHT,7,9,1.0,0.2724043190262139,14.81003519033861,False
18,19,RIGHT,RIGHT,8,9,0.5,0.11750457870331443,7.473739276075721,False
