rank_key,left_index,right_index,left_trajectory,right_trajectory,left_step,right_step,remaining_distance_gap_m,cross_direction,raw_ssim,phase_aligned_ssim,phase_shift_px,hog_cosine,color_histogram_distance
0.8183532320320388,5,12,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,5,2,1.5,True,0.07262180863705857,0.8183532320320388,51.73369099617026,0.9238845742236083,0.019072264432907104
0.8178799753170295,2,9,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,2,9,3.5,False,0.07345231951081652,0.8178799753170295,51.44277261846078,0.9297888543035076,0.02686808444559574
0.8173499098970239,6,10,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,6,0,3.0,True,0.2995692551012793,0.8173499098970239,44.313963291085805,0.9300251475770294,0.034415487200021744
0.8161503785348477,0,7,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,0,7,3.5,False,0.06892372184736113,0.8161503785348477,51.65020009515808,0.9076579402005812,0.031433917582035065
0.8115115585500542,1,6,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,1,6,2.5,False,0.25536991417785887,0.8115115585500542,36.84411669227654,0.9256792421963019,0.02190755121409893
0.8112984586293858,13,19,surface_sigma/MASK-1/10m/RIGHT,surface_sigma/MASK-1/10m/RIGHT,3,9,3.0,False,0.22905964498261816,0.8112984586293858,44.27281682281662,0.9333642069532347,0.02287455089390278
0.808669926986488,5,13,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,5,3,1.0,True,0.12486926259298856,0.808669926986488,59.18000844030291,0.9441762590872911,0.015161538496613503
0.8067593706642191,3,14,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,3,4,0.5,True,0.07423379428590347,0.8067593706642191,51.7336868197953,0.9254192978538188,0.005909831263124943
0.7980188537335361,3,15,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,3,5,1.0,True,0.130692157730322,0.7980188537335361,59.138941119540306,0.9173807506691251,0.0036840829998254776
0.7946809329495553,8,11,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,1,3.5,True,0.1565216597780987,0.7946809329495553,66.27583955571092,0.9565660796502162,0.0354105643928051
0.7945154319881745,12,19,surface_sigma/MASK-1/10m/RIGHT,surface_sigma/MASK-1/10m/RIGHT,2,9,3.5,False,0.07841909112469969,0.7945154319881745,51.73979660463781,0.9154803592660478,0.026381224393844604
0.7945032378701323,7,11,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,7,1,3.0,True,0.1190726517946215,0.7945032378701323,59.01186522362746,0.9340385365119429,0.03164123371243477
0.793639180390887,1,9,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,1,9,4.0,False,0.12181195549276284,0.793639180390887,58.8914257564097,0.9318137106962247,0.03223063051700592
0.7926860771341075,0,6,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,0,6,3.0,False,0.2998699119472276,0.7926860771341075,44.31190739448573,0.9302240568132735,0.027750853449106216
0.7883660469121601,3,8,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,3,8,2.5,False,0.2882419175147162,0.7883660469121601,36.70045860153034,0.9315409128372383,0.019787393510341644
0.7851557456018516,10,17,surface_sigma/MASK-1/10m/RIGHT,surface_sigma/MASK-1/10m/RIGHT,0,7,3.5,False,0.0900154893279879,0.7851557456018516,51.51347245776659,0.9277218331170036,0.03052469715476036
0.7851461986298292,0,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,0,7,3.5,True,0.08922796626490193,0.7851461986298292,51.51533789395956,0.9275231418634842,0.02364196628332138
0.783415418566648,0,18,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,0,8,4.0,True,0.12088626657024772,0.783415418566648,58.99905998001323,0.9211018067607124,0.026895957067608833
0.7830752222393372,10,18,surface_sigma/MASK-1/10m/RIGHT,surface_sigma/MASK-1/10m/RIGHT,0,8,4.0,False,0.12183041364763833,0.7830752222393372,58.99760997054919,0.9214405519148202,0.03345377743244171
0.7802751570980763,7,10,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,7,0,3.5,True,0.06943547274257021,0.7802751570980763,51.64647911629215,0.9077239889661505,0.0380605086684227
0.7776282381595124,6,13,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,6,3,1.5,True,0.17184163582361953,0.7776282381595124,66.61024906769813,0.9637156855682031,0.0191650390625
0.7756927710133676,4,14,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,4,4,0.0,True,0.12863963573403445,0.7756927710133676,58.95888571422674,0.9196181073453747,0.00797037873417139
0.7741837929593506,0,5,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,0,5,2.5,False,0.2764753696316249,0.7741837929593506,36.91741558317504,0.9197596871250356,0.02369791641831398
0.772468331563985,1,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,1,7,3.0,True,0.12840511392735457,0.772468331563985,59.03317251805469,0.9457286348911138,0.01798136532306671
0.7692144167615356,1,18,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,1,8,3.5,True,0.1885032360529948,0.7692144167615356,66.1711294879118,0.9374203341434659,0.021101277321577072
0.7688946546804948,6,12,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,6,2,2.0,True,0.12181306446186092,0.7688946546804948,59.13092895440891,0.9441240522247372,0.023261919617652893
